model,target,lead,fold,test_years,n_test,n_train,mae,rmse,mae_log,skill_vs_persistence,skill_vs_climatology,note,best_baseline_mae,skill_vs_best_baseline,best_of_three_mae,skill_vs_best_of_three
gbt,change,9,5,2018-2019,72,606,1648.4850817851843,2732.973574579096,0.7551208292961316,0.5973248181935795,0.0258424518719455,,1692.2160947712418,0.02584245187194556,1692.2160947712418,0.02584245187194556
persistence,change,9,5,2018-2019,72,606,4093.8333333333335,6251.555264270022,1.670934704968217,0.0,-1.4192142752824657,,1692.2160947712418,-1.4192142752824655,1692.2160947712418,-1.4192142752824655
climatology,change,9,5,2018-2019,72,606,1692.2160947712418,2890.071088915122,0.7871991101409503,0.5866426507907239,0.0,,1692.2160947712418,0.0,1692.2160947712418,0.0
elasticnet,change,9,5,2018-2019,72,606,2398.130138109401,4051.922164447673,1.08936470153915,0.414209142667573,-0.4171536043885615,,1692.2160947712418,-0.4171536043885615,1692.2160947712418,-0.4171536043885615
transformer,change,9,5,2018-2019,72,606,2723.35774481745,3866.5521530710535,1.299534927860775,0.3347658482715996,-0.609343956266768,seeded + op determinism ON,1692.2160947712418,-0.609343956266768,1692.2160947712418,-0.609343956266768
gbt,change,9,6,2020-2021,72,678,12760.41056092547,18962.565631420857,1.478182124753269,0.4041653898970826,0.0468323992357802,,13387.37337556855,0.0468323992357802,13387.37337556855,0.0468323992357802
persistence,change,9,6,2020-2021,72,678,21416.027777777777,28112.779975879694,2.2128304574946758,0.0,-0.5997184195117182,,13387.37337556855,-0.5997184195117182,13387.37337556855,-0.5997184195117182
climatology,change,9,6,2020-2021,72,678,13387.37337556855,20347.78853961099,1.505981187410673,0.3748899882610405,0.0,,13387.37337556855,0.0,13387.37337556855,0.0
elasticnet,change,9,6,2020-2021,72,678,14714.336562477336,22342.252969921334,1.7916967296122666,0.3129287692769251,-0.0991205033042885,,13387.37337556855,-0.09912050330428857,13387.37337556855,-0.09912050330428857
transformer,change,9,6,2020-2021,72,678,9465.346847742205,15541.820444203824,1.2377461985812062,0.5580250947580545,0.2929646031225136,seeded + op determinism ON,13387.37337556855,0.2929646031225136,13387.37337556855,0.2929646031225136
gbt,change,9,7,2022-2023,72,750,32521.99750997271,41571.49091940309,1.3756742137690037,0.0905432229085436,0.3278014045003756,,35759.805555555555,0.09054322290854366,35759.805555555555,0.09054322290854366
persistence,change,9,7,2022-2023,72,750,35759.805555555555,44274.65097453245,0.813998825735202,0.0,0.2608790077419731,,35759.805555555555,0.0,35759.805555555555,0.0
climatology,change,9,7,2022-2023,72,750,48381.53148148148,55681.324955018834,2.844548170698129,-0.3529584607588854,0.0,,35759.805555555555,-0.3529584607588854,35759.805555555555,-0.3529584607588854
elasticnet,change,9,7,2022-2023,72,750,33731.221478435364,40463.0800489738,1.3452247106513808,0.0567280511066714,0.3028079011648003,,35759.805555555555,0.05672805110667145,35759.805555555555,0.05672805110667145
transformer,change,9,7,2022-2023,72,750,26751.677438392115,36527.80495779137,0.5968555505295509,0.2519065184280332,0.447068403598766,seeded + op determinism ON,35759.805555555555,0.25190651842803324,35759.805555555555,0.25190651842803324
gbt,change,9,8,2024-2025,72,822,31787.42857279265,50857.71352966737,0.5633199144055877,0.0017408152529081,0.2071767250890147,,31842.86111111111,0.0017408152529081455,31842.86111111111,0.0017408152529081455
persistence,change,9,8,2024-2025,72,822,31842.86111111111,37328.65835201034,0.7063321057842358,0.0,0.2057941594478327,,31842.86111111111,0.0,31842.86111111111,0.0
climatology,change,9,8,2024-2025,72,822,40093.96492094862,44593.13433027138,1.9352200347965325,-0.2591194233786489,0.0,,31842.86111111111,-0.2591194233786489,31842.86111111111,-0.2591194233786489
elasticnet,change,9,8,2024-2025,72,822,22137.951344957797,26520.24113537233,0.7545911443627893,0.3047750556173146,0.4478482886737157,,31842.86111111111,0.30477505561731455,31842.86111111111,0.30477505561731455
transformer,change,9,8,2024-2025,72,822,45633.27604579336,75768.52893057962,0.6498953826490581,-0.4330771310581223,-0.1381582274481043,seeded + op determinism ON,31842.86111111111,-0.4330771310581223,31842.86111111111,-0.4330771310581223
gbt,change,18,1,2010-2011,72,300,5704.7009277926345,21468.85465492394,1.342123848751238,-0.336947887029434,-1.6650615178135375,,2140.551311728395,-1.6650615178135375,2140.551311728395,-1.6650615178135375
persistence,change,18,1,2010-2011,72,300,4266.958333333333,6133.854012092777,2.2429122410018447,0.0,-0.9933922209451564,,2140.551311728395,-0.9933922209451564,2140.551311728395,-0.9933922209451564
climatology,change,18,1,2010-2011,72,300,2140.551311728395,3928.43296131209,1.109161950339785,0.4983425793014004,0.0,,2140.551311728395,0.0,2140.551311728395,0.0
elasticnet,change,18,1,2010-2011,72,300,2948.032100278322,5243.679795426676,1.4043394095419377,0.309102205838666,-0.3772302883493712,,2140.551311728395,-0.3772302883493712,2140.551311728395,-0.3772302883493712
transformer,change,18,1,2010-2011,72,300,5480.067479948918,16329.622509938388,1.9133200608727357,-0.2843030214611699,-1.5601196523170566,seeded + op determinism ON,2140.551311728395,-1.5601196523170566,2140.551311728395,-1.5601196523170566
gbt,change,18,2,2012-2013,72,372,2048.2994591478728,4175.897591609843,0.8010354750348073,0.648719091964693,-0.0765464124447894,,1902.657828282828,-0.07654641244478944,1902.657828282828,-0.07654641244478944
persistence,change,18,2,2012-2013,72,372,5830.944444444444,9224.560341826596,2.4307006041491777,0.0,-2.0646311479489423,,1902.657828282828,-2.0646311479489423,1902.657828282828,-2.0646311479489423
climatology,change,18,2,2012-2013,72,372,1902.657828282828,3407.125783214105,0.9295672743296024,0.6736964575103052,0.0,,1902.657828282828,0.0,1902.657828282828,0.0
elasticnet,change,18,2,2012-2013,72,372,2648.2357102242872,5872.221700163303,0.9936354858671124,0.5458307422655262,-0.3918612536939196,,1902.657828282828,-0.39186125369391966,1902.657828282828,-0.39186125369391966
transformer,change,18,2,2012-2013,72,372,2941.1353217631945,6017.011542377654,1.3264949946373408,0.4955988091148041,-0.5458036006493112,seeded + op determinism ON,1902.657828282828,-0.5458036006493112,1902.657828282828,-0.5458036006493112
gbt,change,18,3,2014-2015,72,444,5779.420835687523,11233.361923494798,0.972851101013214,0.5740564601978828,-0.1421375975050829,,5060.179131054131,-0.14213759750508292,5060.179131054131,-0.14213759750508292
persistence,change,18,3,2014-2015,72,444,13568.513888888889,19305.034764638185,2.510423987579502,0.0,-1.681429557625623,,5060.179131054131,-1.681429557625623,5060.179131054131,-1.681429557625623
climatology,change,18,3,2014-2015,72,444,5060.179131054131,9679.797576130435,0.8511636800976725,0.6270646017322605,0.0,,5060.179131054131,0.0,5060.179131054131,0.0
elasticnet,change,18,3,2014-2015,72,444,6258.222429637661,12396.636715091528,1.0160371360651217,0.5387687641487067,-0.236759068711853,,5060.179131054131,-0.23675906871185304,5060.179131054131,-0.23675906871185304
transformer,change,18,3,2014-2015,72,444,7547.98085786258,13257.698707118472,1.4368045573489512,0.4437135179525047,-0.4916430154697295,seeded + op determinism ON,5060.179131054131,-0.49164301546972955,5060.179131054131,-0.49164301546972955
gbt,change,18,4,2016-2017,72,516,2759.247237748437,5106.972354273392,0.8814296061327628,0.5522287584934819,-0.5022655153792894,,1836.724074074074,-0.5022655153792894,1836.724074074074,-0.5022655153792894
persistence,change,18,4,2016-2017,72,516,6162.180555555556,9096.959472965556,1.9088186132154088,0.0,-2.354984367296445,,1836.724074074074,-2.354984367296445,1836.724074074074,-2.354984367296445
climatology,change,18,4,2016-2017,72,516,1836.724074074074,3118.6258369395705,0.6703224718937238,0.7019360180191145,0.0,,1836.724074074074,0.0,1836.724074074074,0.0
elasticnet,change,18,4,2016-2017,72,516,3009.820812496709,4719.539984908008,0.9712812913572644,0.511565624317323,-0.6386896948655798,,1836.724074074074,-0.6386896948655798,1836.724074074074,-0.6386896948655798
transformer,change,18,4,2016-2017,72,516,8438.427362742937,15262.511575082855,1.6342219373084277,-0.3693898266475195,-3.594281461137216,seeded + op determinism ON,1836.724074074074,-3.594281461137216,1836.724074074074,-3.594281461137216
gbt,change,18,5,2018-2019,72,588,2095.2138761111605,3337.3764067051247,0.8932266507852636,0.5391758336998914,-0.2294364744104771,,1704.2066993464052,-0.2294364744104771,1704.2066993464052,-0.2294364744104771
persistence,change,18,5,2018-2019,72,588,4546.666666666667,6565.463297099112,1.913619447362389,0.0,-1.6679079881627024,,1704.2066993464052,-1.6679079881627024,1704.2066993464052,-1.6679079881627024
climatology,change,18,5,2018-2019,72,588,1704.2066993464052,2909.1619633591013,0.7937342112311111,0.6251744796158933,0.0,,1704.2066993464052,0.0,1704.2066993464052,0.0
elasticnet,change,18,5,2018-2019,72,588,1901.7903678235048,3325.364688044995,0.7650481266000814,0.581717661035886,-0.1159387934297389,,1704.2066993464052,-0.11593879342973867,1704.2066993464052,-0.11593879342973867
transformer,change,18,5,2018-2019,72,588,3086.092477991835,5293.32230537077,1.0583655503756424,0.3212406573331742,-0.8108674723408895,seeded + op determinism ON,1704.2066993464052,-0.8108674723408895,1704.2066993464052,-0.8108674723408895
gbt,change,18,6,2020-2021,72,660,14499.815220272876,22047.28855015181,1.7492013301022111,0.410342578462631,-0.088682126746693,,13318.685834957763,-0.08868212674669329,13318.685834957763,-0.08868212674669329
persistence,change,18,6,2020-2021,72,660,24590.23611111111,30760.225862259565,2.984697991170295,0.0,-0.8462959796355229,,13318.685834957763,-0.8462959796355232,13318.685834957763,-0.8462959796355232
climatology,change,18,6,2020-2021,72,660,13318.685834957763,20251.06283347981,1.497153064918609,0.4583750324812981,0.0,,13318.685834957763,0.0,13318.685834957763,0.0
elasticnet,change,18,6,2020-2021,72,660,14208.424910378002,22030.498535008515,1.658239318018355,0.4221924162835542,-0.0668038188185897,,13318.685834957763,-0.06680381881858999,13318.685834957763,-0.06680381881858999
transformer,change,18,6,2020-2021,72,660,12149.805768940914,20808.812279105052,1.6746331251518458,0.5059093489772951,0.0877624174412818,seeded + op determinism ON,13318.685834957763,0.08776241744128177,13318.685834957763,0.08776241744128177
gbt,change,18,7,2022-2023,72,732,36702.03012799399,44062.69178114324,1.4856491835805197,0.2386122530386354,0.2405794782175688,,48204.125,0.23861225303863542,48204.125,0.23861225303863542
persistence,change,18,7,2022-2023,72,732,48204.125,57225.1966050455,1.2784501727255793,0.0,0.0025837363246052,,48204.125,0.0,48204.125,0.0
climatology,change,18,7,2022-2023,72,732,48328.99437830688,55604.08132957759,2.8512589217289896,-0.0025904293109122,0.0,,48204.125,-0.0025904293109122456,48204.125,-0.0025904293109122456
elasticnet,change,18,7,2022-2023,72,732,38841.24814539458,45382.41293718096,1.6874024339603944,0.1942339344320723,0.1963158214848144,,48204.125,0.19423393443207237,48204.125,0.19423393443207237
transformer,change,18,7,2022-2023,72,732,37907.20069146327,49117.28518457696,1.3074269318530147,0.2136108540199978,0.2156426762217416,seeded + op determinism ON,48204.125,0.2136108540199978,48204.125,0.2136108540199978
gbt,change,18,8,2024-2025,72,804,59426.906622556766,91139.66296590674,0.7153697454879485,-0.5217410999261267,-0.4715691043710963,,39051.91666666666,-0.5217410999261269,39051.91666666666,-0.5217410999261269
persistence,change,18,8,2024-2025,72,804,39051.91666666666,46058.834536203074,0.8404205867521628,0.0,0.032970125836429,,39051.91666666666,0.0,39051.91666666666,0.0
climatology,change,18,8,2024-2025,72,804,40383.361166007904,44695.09522854808,2.098377013679568,-0.0340942164428439,0.0,,39051.91666666666,-0.03409421644284416,39051.91666666666,-0.03409421644284416
elasticnet,change,18,8,2024-2025,72,804,22698.16592101303,30664.91516106906,0.6680787732807956,0.4187694776992243,0.4379327211594542,,39051.91666666666,0.41876947769922424,39051.91666666666,0.41876947769922424
transformer,change,18,8,2024-2025,72,804,36415.32185262726,48544.77434607418,0.656031861378079,0.0675151193357407,0.0982592631918088,seeded + op determinism ON,39051.91666666666,0.06751511933574061,39051.91666666666,0.06751511933574061
gbt,change,27,1,2010-2011,72,282,2985.480863096533,5777.2979808396185,1.1522666833311197,0.3452553825491986,-0.3320538387300524,,2241.261408730159,-0.33205383873005223,2241.261408730159,-0.33205383873005223
persistence,change,27,1,2010-2011,72,282,4559.763888888889,6932.803678687449,2.1198264089787604,0.0,-1.0344632139418013,,2241.261408730159,-1.0344632139418013,2241.261408730159,-1.0344632139418013
climatology,change,27,1,2010-2011,72,282,2241.261408730159,4008.21049692474,1.1118514670942008,0.5084698542853052,0.0,,2241.261408730159,0.0,2241.261408730159,0.0
elasticnet,change,27,1,2010-2011,72,282,2545.558872143917,4462.838210822396,1.3371546560825909,0.4417344989404238,-0.1357706255184956,,2241.261408730159,-0.1357706255184956,2241.261408730159,-0.1357706255184956
transformer,change,27,1,2010-2011,72,282,88175.2778890244,174184.1354366894,3.5635106376490437,-18.337685028798877,-38.341808833884414,seeded + op determinism ON,2241.261408730159,-38.341808833884414,2241.261408730159,-38.341808833884414
gbt,change,27,2,2012-2013,72,354,2457.831924652204,5112.903997512037,0.9004200328974439,0.5345480550267001,-0.2685491171029475,,1937.5141975308643,-0.2685491171029477,1937.5141975308643,-0.2685491171029477
persistence,change,27,2,2012-2013,72,354,5280.527777777777,8865.230051223212,1.952525506141457,0.0,-1.7254137205844446,,1937.5141975308643,-1.7254137205844446,1937.5141975308643,-1.7254137205844446
climatology,change,27,2,2012-2013,72,354,1937.5141975308643,3463.6190653915787,0.937175040223427,0.6330832297323441,0.0,,1937.5141975308643,0.0,1937.5141975308643,0.0
elasticnet,change,27,2,2012-2013,72,354,2391.129473304905,5393.541948005903,0.8290419024996926,0.5471798324084999,-0.234122297711222,,1937.5141975308643,-0.23412229771122206,1937.5141975308643,-0.23412229771122206
transformer,change,27,2,2012-2013,72,354,4853.313990479089,8678.186019178402,1.543952241595366,0.0809036151834191,-1.50491789771867,seeded + op determinism ON,1937.5141975308643,-1.50491789771867,1937.5141975308643,-1.50491789771867
gbt,change,27,3,2014-2015,72,426,5813.099055701411,10426.003045597305,0.9251645804410152,0.5127480019947896,-0.1744827293105053,,4949.497264309764,-0.17448272931050512,4949.497264309764,-0.17448272931050512
persistence,change,27,3,2014-2015,72,426,11930.375,18200.69946801496,2.1232530818072632,0.0,-1.4104215767586168,,4949.497264309764,-1.4104215767586163,4949.497264309764,-1.4104215767586163
climatology,change,27,3,2014-2015,72,426,4949.497264309764,9430.561045672204,0.8380136603546114,0.5851348122494252,0.0,,4949.497264309764,0.0,4949.497264309764,0.0
elasticnet,change,27,3,2014-2015,72,426,6460.559403272126,12443.276429300178,1.166250801810355,0.4584780945048143,-0.305296085293036,,4949.497264309764,-0.30529608529303576,4949.497264309764,-0.30529608529303576
transformer,change,27,3,2014-2015,72,426,6496.935014961109,12065.278797326904,1.2978766252484986,0.4554291030281019,-0.3126454401358569,seeded + op determinism ON,4949.497264309764,-0.3126454401358567,4949.497264309764,-0.3126454401358567
gbt,change,27,4,2016-2017,72,498,2488.335671013913,4818.711097863034,0.9385261254179326,0.5531173544427523,-0.3694301460284614,,1817.0592185592184,-0.3694301460284617,1817.0592185592184,-0.3694301460284617
persistence,change,27,4,2016-2017,72,498,5568.208333333333,8472.44654666591,1.5780112641152633,0.0,-2.0644066392885496,,1817.0592185592184,-2.06440663928855,1817.0592185592184,-2.06440663928855
climatology,change,27,4,2016-2017,72,498,1817.0592185592184,3090.3678226968063,0.6724522167609815,0.6736725514234736,0.0,,1817.0592185592184,0.0,1817.0592185592184,0.0
elasticnet,change,27,4,2016-2017,72,498,2755.0820177210285,5197.577691439522,0.8032094525097417,0.505212116215534,-0.5162312761086489,,1817.0592185592184,-0.5162312761086492,1817.0592185592184,-0.5162312761086492
transformer,change,27,4,2016-2017,72,498,5306.008772280798,8875.223003604959,1.4370637078393491,0.0470886765286622,-1.9201077862988063,seeded + op determinism ON,1817.0592185592184,-1.9201077862988067,1817.0592185592184,-1.9201077862988067
gbt,change,27,5,2018-2019,72,570,1732.7234011992268,2852.3659820022817,1.1285796221720747,0.591714633456677,0.0357014487694636,,1796.8744212962963,0.035701448769463684,1796.8744212962963,0.035701448769463684
persistence,change,27,5,2018-2019,72,570,4243.902777777777,6376.996026299879,1.7164195855771165,0.0,-1.3618249152415185,,1796.8744212962963,-1.3618249152415185,1796.8744212962963,-1.3618249152415185
climatology,change,27,5,2018-2019,72,570,1796.8744212962963,3137.1088345086896,0.8018385605650769,0.5765985896978563,0.0,,1796.8744212962963,0.0,1796.8744212962963,0.0
elasticnet,change,27,5,2018-2019,72,570,2094.5861500936458,3527.179848921752,0.9356223627460368,0.5064481304657907,-0.1656831024299265,,1796.8744212962963,-0.16568310242992657,1796.8744212962963,-0.16568310242992657
transformer,change,27,5,2018-2019,72,570,2714.9472018611227,4466.340082175267,1.2053750716431029,0.3602711126943528,-0.5109276250382109,seeded + op determinism ON,1796.8744212962963,-0.5109276250382109,1796.8744212962963,-0.5109276250382109
gbt,change,27,6,2020-2021,72,642,12554.715374614352,19569.659405111277,1.7546403499601302,0.2701300878549001,0.0485301067942758,,13195.073710965868,0.04853010679427583,13195.073710965868,0.04853010679427583
persistence,change,27,6,2020-2021,72,642,17201.305555555555,24364.069312662494,2.2131424042736083,0.0,-0.303615722984577,,13195.073710965868,-0.30361572298457706,13195.073710965868,-0.30361572298457706
climatology,change,27,6,2020-2021,72,642,13195.073710965868,20056.02115954549,1.480988893088378,0.2329027777368784,0.0,,13195.073710965868,0.0,13195.073710965868,0.0
elasticnet,change,27,6,2020-2021,72,642,13994.458321803717,21634.656813667578,1.6748797840061782,0.1864304557229444,-0.0605820496609665,,13195.073710965868,-0.060582049660966586,13195.073710965868,-0.060582049660966586
transformer,change,27,6,2020-2021,72,642,20768.528142914307,43576.21880777401,1.769556102091354,-0.2073809209328669,-0.5739607521596839,seeded + op determinism ON,13195.073710965868,-0.5739607521596839,13195.073710965868,-0.5739607521596839
gbt,change,27,7,2022-2023,72,714,42062.31628972773,49140.903165210046,2.5174959400479584,-0.0264091022771559,0.1318933110022104,,40980.069444444445,-0.026409102277155982,40980.069444444445,-0.026409102277155982
persistence,change,27,7,2022-2023,72,714,40980.069444444445,50782.91001806393,1.294564866893281,0.0,0.1542293544826931,,40980.069444444445,0.0,40980.069444444445,0.0
climatology,change,27,7,2022-2023,72,714,48452.93421052632,55757.63791239115,2.9130587202533462,-0.1823536384244695,0.0,,40980.069444444445,-0.1823536384244695,40980.069444444445,-0.1823536384244695
elasticnet,change,27,7,2022-2023,72,714,44652.66620296026,52197.09534355567,2.078627388492864,-0.0896190955336142,0.078432154202551,,40980.069444444445,-0.08961909553361425,40980.069444444445,-0.08961909553361425
transformer,change,27,7,2022-2023,72,714,34222.052442629734,44370.09735485791,1.10109191171819,0.1649098474802822,0.2937052626382521,seeded + op determinism ON,40980.069444444445,0.16490984748028226,40980.069444444445,0.16490984748028226
gbt,change,27,8,2024-2025,72,786,32927.69190287947,57140.20612843733,0.5037842411618337,-0.0828716989214746,0.1967080011229218,,30407.75,-0.08287169892147461,30407.75,-0.08287169892147461
persistence,change,27,8,2024-2025,72,786,30407.75,36324.145056085705,0.6483134987710287,0.0,0.2581835875135106,,30407.75,0.0,30407.75,0.0
climatology,change,27,8,2024-2025,72,786,40990.93722943723,45355.52906961292,2.223624861064422,-0.3480424309407053,0.0,,30407.75,-0.3480424309407053,30407.75,-0.3480424309407053
elasticnet,change,27,8,2024-2025,72,786,24656.600481200498,28424.88383478414,0.8246317029638601,0.1891343331486052,0.3984865400078335,,30407.75,0.18913433314860528,30407.75,0.18913433314860528
transformer,change,27,8,2024-2025,72,786,69214.2054866273,170842.65880121355,0.8075790809452695,-1.2762027932559068,-0.6885245901848229,seeded + op determinism ON,30407.75,-1.2762027932559068,30407.75,-1.2762027932559068
gbt,change,36,1,2010-2011,72,264,3358.741930334962,6291.656327051589,1.4621233959995044,0.2498691960056291,-0.6143843861584959,,2080.509424603175,-0.6143843861584959,2080.509424603175,-0.6143843861584959
persistence,change,36,1,2010-2011,72,264,4477.541666666667,8515.984895249116,1.6693171242496467,0.0,-1.1521371706935135,,2080.509424603175,-1.1521371706935137,2080.509424603175,-1.1521371706935137
climatology,change,36,1,2010-2011,72,264,2080.509424603175,3775.323010326001,1.1046050275387156,0.5353456026793331,0.0,,2080.509424603175,0.0,2080.509424603175,0.0
elasticnet,change,36,1,2010-2011,72,264,3196.280001302501,5197.118596560474,1.5358152092874902,0.2861529296092533,-0.5362968143785949,,2080.509424603175,-0.5362968143785949,2080.509424603175,-0.5362968143785949
transformer,change,36,1,2010-2011,72,264,8204.885999353388,15499.403988914242,2.043507189403924,-0.832453299192091,-2.9436908587512614,seeded + op determinism ON,2080.509424603175,-2.9436908587512614,2080.509424603175,-2.9436908587512614
gbt,change,36,2,2012-2013,72,336,2918.413833249921,5897.376126154606,1.1908626219230682,-0.1250571347171873,-0.5179372681783354,,1922.6182098765432,-0.5179372681783352,1922.6182098765432,-0.5179372681783352
persistence,change,36,2,2012-2013,72,336,2594.0138888888887,5005.951725751614,1.0053383993859717,0.0,-0.349209050222955,,1922.6182098765432,-0.349209050222955,1922.6182098765432,-0.349209050222955
climatology,change,36,2,2012-2013,72,336,1922.6182098765432,3388.4469450452,0.948354483044592,0.2588250131921725,0.0,,1922.6182098765432,0.0,1922.6182098765432,0.0
elasticnet,change,36,2,2012-2013,72,336,2291.9188168809524,4954.285575258378,0.9192590694795304,0.1164585406816517,-0.1920821331595121,,1922.6182098765432,-0.19208213315951217,1922.6182098765432,-0.19208213315951217
transformer,change,36,2,2012-2013,72,336,9607.04398957907,22368.689192940376,1.372220352647066,-2.7035437746611755,-3.996854778669742,seeded + op determinism ON,1922.6182098765432,-3.996854778669742,1922.6182098765432,-3.996854778669742
gbt,change,36,3,2014-2015,72,408,7954.439225183696,16348.372796023335,0.9060617857174412,-0.5722350234117626,-0.5837126137469819,,5022.653198653198,-0.5837126137469819,5022.653198653198,-0.5837126137469819
persistence,change,36,3,2014-2015,72,408,5059.319444444444,8062.899630922695,1.085582223525866,0.0,-0.0073001746967276,,5022.653198653198,-0.007300174696727613,5022.653198653198,-0.007300174696727613
climatology,change,36,3,2014-2015,72,408,5022.653198653198,9587.941566376692,0.8336679815518049,0.0072472683715413,0.0,,5022.653198653198,0.0,5022.653198653198,0.0
elasticnet,change,36,3,2014-2015,72,408,5761.939744722624,10744.983031812551,0.9759217021523532,-0.1388764453388518,-0.1471904423478136,,5022.653198653198,-0.14719044234781364,5022.653198653198,-0.14719044234781364
transformer,change,36,3,2014-2015,72,408,4928.882168777534,8234.551883377206,1.269087597981424,0.0257815852703551,0.0186696206500596,seeded + op determinism ON,5022.653198653198,0.018669620650059615,5022.653198653198,0.018669620650059615
gbt,change,36,4,2016-2017,72,480,8489.364647606795,23629.13417342433,1.0143741304704097,-0.9221988780286277,-3.740483179410671,,1790.8226495726497,-3.7404831794106705,1790.8226495726497,-3.7404831794106705
persistence,change,36,4,2016-2017,72,480,4416.486111111111,8712.478044767491,1.0006657663787086,0.0,-1.4661772689579466,,1790.8226495726497,-1.4661772689579466,1790.8226495726497,-1.4661772689579466
climatology,change,36,4,2016-2017,72,480,1790.8226495726497,3033.828060110484,0.6680867322146923,0.5945141443856801,0.0,,1790.8226495726497,0.0,1790.8226495726497,0.0
elasticnet,change,36,4,2016-2017,72,480,2962.312176734973,4804.71470586424,0.9441850703903434,0.329260388868356,-0.6541627823625529,,1790.8226495726497,-0.6541627823625529,1790.8226495726497,-0.6541627823625529
transformer,change,36,4,2016-2017,72,480,7764.107103459693,17951.446190699997,1.2279176096235966,-0.7579829095186212,-3.3354974906713792,seeded + op determinism ON,1790.8226495726497,-3.3354974906713792,1790.8226495726497,-3.3354974906713792
gbt,change,36,5,2018-2019,72,552,1747.9261581454157,3097.3061606813258,0.9853400173376676,0.1858487673845094,0.0364055143455042,,1813.9644675925929,0.03640551434550432,1813.9644675925929,0.03640551434550432
persistence,change,36,5,2018-2019,72,552,2146.930555555556,3507.939271218297,0.9357211793883132,0.0,-0.1835571169731122,,1813.9644675925929,-0.1835571169731125,1813.9644675925929,-0.1835571169731125
climatology,change,36,5,2018-2019,72,552,1813.9644675925929,3149.930787339528,0.8061896145976262,0.1550893609955642,0.0,,1813.9644675925929,0.0,1813.9644675925929,0.0
elasticnet,change,36,5,2018-2019,72,552,1849.598675504173,2958.664795665896,0.8734273779536539,0.1384916150557291,-0.0196443803328034,,1813.9644675925929,-0.019644380332803246,1813.9644675925929,-0.019644380332803246
transformer,change,36,5,2018-2019,72,552,2663.4103968593886,4791.0999764926855,1.0031230997775025,-0.240566626604364,-0.4682814599969205,seeded + op determinism ON,1813.9644675925929,-0.4682814599969203,1813.9644675925929,-0.4682814599969203
gbt,change,36,6,2020-2021,72,624,11668.094483769144,17609.24149739875,1.6094155079704702,-0.105801460310374,0.1108942561293102,,10551.708333333334,-0.10580146031037407,10551.708333333334,-0.10580146031037407
persistence,change,36,6,2020-2021,72,624,10551.708333333334,15895.011086204237,1.612940317425933,0.0,0.1959625884187769,,10551.708333333334,0.0,10551.708333333334,0.0
climatology,change,36,6,2020-2021,72,624,13123.40468409586,19971.16217466382,1.4632073279763336,-0.2437232218254572,0.0,,10551.708333333334,-0.24372322182545725,10551.708333333334,-0.24372322182545725
elasticnet,change,36,6,2020-2021,72,624,12983.264201608728,19631.68168353535,1.6032074966445198,-0.2304419143764613,0.0106786680637052,,10551.708333333334,-0.23044191437646133,10551.708333333334,-0.23044191437646133
transformer,change,36,6,2020-2021,72,624,17694.931729733784,40268.21430142746,1.570129835976572,-0.6769731659313096,-0.3483491636265792,seeded + op determinism ON,10551.708333333334,-0.6769731659313096,10551.708333333334,-0.6769731659313096
gbt,change,36,7,2022-2023,72,696,43820.76981844701,50308.48717348851,2.4120197044837672,-0.7249385366010415,0.1001906457160475,,25404.25,-0.7249385366010415,25404.25,-0.7249385366010415
persistence,change,36,7,2022-2023,72,696,25404.25,29735.80073422533,0.9331443420707648,0.0,0.4783528020325815,,25404.25,0.0,25404.25,0.0
climatology,change,36,7,2022-2023,72,696,48700.06030701755,56098.364797391296,2.9234988417375574,-0.9170044503190432,0.0,,25404.25,-0.9170044503190431,25404.25,-0.9170044503190431
elasticnet,change,36,7,2022-2023,72,696,34540.08983918923,41498.162482314976,1.229542186853442,-0.3596185614292582,0.290758787125935,,25404.25,-0.3596185614292582,25404.25,-0.3596185614292582
transformer,change,36,7,2022-2023,72,696,26382.530707394537,33530.356294399855,0.9231947012710868,-0.0385085451211721,0.4582649273723203,seeded + op determinism ON,25404.25,-0.03850854512117219,25404.25,-0.03850854512117219
gbt,change,36,8,2024-2025,72,768,50010.99113500849,63316.74101102189,0.7345121851860488,-3.3047053977756877,-0.19178633416563,,11617.75,-3.3047053977756873,11617.75,-3.3047053977756873
persistence,change,36,8,2024-2025,72,768,11617.75,14878.19641100508,0.2851210260352065,0.0,0.7231433457022527,,11617.75,0.0,11617.75,0.0
climatology,change,36,8,2024-2025,72,768,41963.05134680135,46715.39430480677,2.2882746043875284,-2.6119774781520824,0.0,,11617.75,-2.6119774781520824,11617.75,-2.6119774781520824
elasticnet,change,36,8,2024-2025,72,768,14495.958632059495,17898.891531045472,0.3409347713444691,-0.2477423452957325,0.654554228855799,,11617.75,-0.24774234529573236,11617.75,-0.24774234529573236
transformer,change,36,8,2024-2025,72,768,33262.99874071775,47297.643399787295,0.5873559710029554,-1.863118825996234,0.2073265009777886,seeded + op determinism ON,11617.75,-1.8631188259962341,11617.75,-1.8631188259962341
gbt,anomaly,1,1,2010-2011,72,334,1939.336715991244,3783.226823268518,1.006751055664607,0.0064944071196444,0.039478827430193,,1952.013888888889,0.006494407119644441,1777.5522509389266,-0.09101530768890798
persistence,anomaly,1,1,2010-2011,72,334,1952.013888888889,4091.658603182822,0.9144775249800492,0.0,0.0332000348532721,,1952.013888888889,0.0,1777.5522509389266,-0.09814712217759536
