model,lead,fold,test_years,group,n_cells,n_flooded,base_rate,precision,recall,f1,csi,pr_auc,brier,threshold
convlstm-calibrated,3,8,2024-2025,unusual,59217768,2585140,0.0436548030651881,0.7514714304166872,0.7629091654610582,0.757147104773528,0.6092009019583616,0.7485812301855213,0.0170420621002865,0.5256374512033715
convlstm-calibrated,3,8,2024-2025,recurring,383832,59993,0.1563001521498989,0.6801486021324826,0.5401463504075475,0.602116372622797,0.4307342620161633,0.6264756333127112,0.0873200286793225,0.5256374512033715
convlstm-calibrated,6,5,2018-2019,all,59601600,166719,0.002797223564468,0.286428333412672,0.1082720025911863,0.1571428571428571,0.0852713178294573,0.060766754034867,0.0026787186557011,0.2039656434030279
convlstm-calibrated,6,5,2018-2019,unusual,59217768,121706,0.0020552277485365,0.2045055317575272,0.0545248385453469,0.0860951639583536,0.0449840359546905,0.0239690916913714,0.0020306891553336,0.2039656434030279
convlstm-calibrated,6,5,2018-2019,recurring,383832,45013,0.1172726609558348,0.3733808713855815,0.2535934063492768,0.302044056360389,0.1778868630201028,0.2690583746640308,0.102656991988621,0.2039656434030279
convlstm-calibrated,6,6,2020-2021,all,59601600,935811,0.0157011053394539,0.350239448379066,0.2460977697419671,0.2890751893478201,0.1689584413926575,0.1703342855095819,0.0149015961874956,0.0281597140995918
convlstm-calibrated,6,6,2020-2021,unusual,59217768,850848,0.0143681200547781,0.3252203815013423,0.2169741246380082,0.2602918575960522,0.1496181176897741,0.1494882046208772,0.0137118073299059,0.0281597140995918
convlstm-calibrated,6,6,2020-2021,recurring,383832,84963,0.2213546551616332,0.5082145916063225,0.537751727222438,0.5225661085186202,0.3536984710663828,0.4667735473738732,0.1984627389211031,0.0281597140995918
convlstm-calibrated,6,7,2022-2023,all,59601600,2910067,0.0488253167700196,0.5801065047605481,0.7263310432371488,0.6450355984289695,0.4760535388834384,0.6120230066457781,0.0321752199655053,0.0650956578125663
convlstm-calibrated,6,7,2022-2023,unusual,59217768,2835830,0.0478881608641514,0.582828523204893,0.7280492836312473,0.6473950303931283,0.4786283097727272,0.6150520655716616,0.0314885346206899,0.0650956578125663
convlstm-calibrated,6,7,2022-2023,recurring,383832,74237,0.1934101377686071,0.484798165500336,0.6606948017834773,0.5592415440484809,0.3881577385427466,0.5403911897038206,0.1381173338025054,0.0650956578125663
convlstm-calibrated,6,8,2024-2025,all,59601600,2645133,0.0443802347587984,0.6687323719581378,0.7246146035000887,0.6955528681501024,0.5332166027792221,0.6650626371340267,0.0216237833704257,0.4516293017128265
convlstm-calibrated,6,8,2024-2025,unusual,59217768,2585140,0.0436548030651881,0.6720478091342974,0.7290699923408404,0.6993985666906325,0.537750112200799,0.6685773077795846,0.0210961464706361,0.4516293017128265
convlstm-calibrated,6,8,2024-2025,recurring,383832,59993,0.1563001521498989,0.5180021722567153,0.5326288066941143,0.5252136752136751,0.3561286583598956,0.5316049303794002,0.103027833892464,0.4516293017128265
convlstm,3,5,2018-2019,all,59601600,166719,0.002797223564468,0.2825289142395129,0.2682837588997055,0.2752221319746978,0.1595696101375649,0.1767302756036509,0.0318973199424163,0.35
convlstm,3,5,2018-2019,unusual,59217768,121706,0.0020552277485365,0.2072674325063551,0.2116986837132105,0.2094596242490264,0.1169812348750732,0.1366088859259585,0.0315194651404735,0.35
convlstm,3,5,2018-2019,recurring,383832,45013,0.1172726609558348,0.5576532862814292,0.4212782973807566,0.4799665898909109,0.3157605528265756,0.4956954436865057,0.0901929232249206,0.35
convlstm,3,6,2020-2021,all,59601600,935811,0.0157011053394539,0.4157728246649358,0.5484622429101603,0.472987767454462,0.309747202657302,0.3648689824001184,0.0404301974815619,0.3
convlstm,3,6,2020-2021,unusual,59217768,850848,0.0143681200547781,0.4023736994949046,0.5321796607619692,0.4582618992197066,0.2972371889802649,0.3479306124854468,0.0398502878198861,0.3
convlstm,3,6,2020-2021,recurring,383832,84963,0.2213546551616332,0.5539387719571532,0.7115214858232407,0.6229185557662188,0.4523469242683867,0.6351465727208929,0.1298989124560217,0.3
convlstm,3,7,2022-2023,all,59601600,2910067,0.0488253167700196,0.6913548313190206,0.7797782662735944,0.7329091740618391,0.5784188150199803,0.677606176045803,0.0717100740629679,0.3999999999999999
convlstm,3,7,2022-2023,unusual,59217768,2835830,0.0478881608641514,0.695789310750066,0.781463627932563,0.7361420983739321,0.5824563801253435,0.681579948824751,0.0712954379679453,0.3999999999999999
convlstm,3,7,2022-2023,recurring,383832,74237,0.1934101377686071,0.5461192003948667,0.7153979821382869,0.6194011138000409,0.4486466851388795,0.5797421565542071,0.1356803112486798,0.3999999999999999
convlstm,3,8,2024-2025,all,59601600,2645133,0.0443802347587984,0.7501997469435443,0.7578567882976017,0.7540088286005736,0.6051478099589692,0.7443072310188527,0.0503731304378832,0.4499999999999999
convlstm,3,8,2024-2025,unusual,59217768,2585140,0.0436548030651881,0.7514714304166872,0.7629091654610582,0.757147104773528,0.6092009019583616,0.7470327181966027,0.0500230397340569,0.4499999999999999
convlstm,3,8,2024-2025,recurring,383832,59993,0.1563001521498989,0.6801486021324826,0.5401463504075475,0.602116372622797,0.4307342620161633,0.6241435926329202,0.10438527658033,0.4499999999999999
convlstm,6,5,2018-2019,all,59601600,166719,0.002797223564468,0.286428333412672,0.1082720025911863,0.1571428571428571,0.0852713178294573,0.0646708582181682,0.0268738737636186,0.4499999999999999
convlstm,6,5,2018-2019,unusual,59217768,121706,0.0020552277485365,0.2045055317575272,0.0545248385453469,0.0860951639583536,0.0449840359546905,0.0260467997369781,0.0263890918878934,0.4499999999999999
convlstm,6,5,2018-2019,recurring,383832,45013,0.1172726609558348,0.3733808713855815,0.2535934063492768,0.302044056360389,0.1778868630201028,0.2888208391017731,0.1016662325229275,0.4499999999999999
convlstm,6,6,2020-2021,all,59601600,935811,0.0157011053394539,0.350239448379066,0.2460977697419671,0.2890751893478201,0.1689584413926575,0.2042892027306458,0.0487069115589627,0.3999999999999999
convlstm,6,6,2020-2021,unusual,59217768,850848,0.0143681200547781,0.3252203815013423,0.2169741246380082,0.2602918575960522,0.1496181176897741,0.1817558210612984,0.048066446533584,0.3999999999999999
convlstm,6,6,2020-2021,recurring,383832,84963,0.2213546551616332,0.5082145916063225,0.537751727222438,0.5225661085186202,0.3536984710663828,0.5040406551487853,0.1475181343986228,0.3999999999999999
convlstm,6,7,2022-2023,all,59601600,2910067,0.0488253167700196,0.5801074600386926,0.7263310432371488,0.6450361889718316,0.4760541822016395,0.6132285198849196,0.0852409255660277,0.35
convlstm,6,7,2022-2023,unusual,59217768,2835830,0.0478881608641514,0.5828295103763957,0.7280492836312473,0.6473956393961036,0.4786289755173206,0.61625707529402,0.0848570001513735,0.35
convlstm,6,7,2022-2023,recurring,383832,74237,0.1934101377686071,0.484798165500336,0.6606948017834773,0.5592415440484809,0.3881577385427466,0.5412251490705435,0.1444731056195238,0.35
convlstm,6,8,2024-2025,all,59601600,2645133,0.0443802347587984,0.6687323719581378,0.7246146035000887,0.6955528681501024,0.5332166027792221,0.661510142374974,0.0772546423709888,0.4499999999999999
convlstm,6,8,2024-2025,unusual,59217768,2585140,0.0436548030651881,0.6720478091342974,0.7290699923408404,0.6993985666906325,0.537750112200799,0.6650404995379702,0.0769009925907703,0.4499999999999999
convlstm,6,8,2024-2025,recurring,383832,59993,0.1563001521498989,0.5180021722567153,0.5326288066941143,0.5252136752136751,0.3561286583598956,0.5281724361381099,0.1318158843680892,0.4499999999999999
convlstm_no-era5,3,8,2024-2025,all,59601600,2645133,0.0443802347587984,0.7190061201093929,0.7563808700734519,0.7372201033832907,0.5838072853063946,0.7261723507720395,0.065604311678483,0.3999999999999999
convlstm_no-era5,3,8,2024-2025,unusual,59217768,2585140,0.0436548030651881,0.7219459968311424,0.7582602876439961,0.7396576882048876,0.5868704726348423,0.7282576818251759,0.0652795745959785,0.3999999999999999
convlstm_no-era5,3,8,2024-2025,recurring,383832,59993,0.1563001521498989,0.600673031309298,0.6753954628039938,0.6358464954609295,0.4661106637524445,0.6192289961404618,0.1157048900897115,0.3999999999999999
convlstm_no-stage1,3,8,2024-2025,all,59601600,2645133,0.0443802347587984,0.7403947747837963,0.7658832277998876,0.7529233501185395,0.6037506597450188,0.7668809095283908,0.0498378308581335,0.3999999999999999
convlstm_no-stage1,3,8,2024-2025,unusual,59217768,2585140,0.0436548030651881,0.7428164082134495,0.7688825363423257,0.755624743988542,0.6072322157951882,0.7695056765552922,0.0494845136362636,0.3999999999999999
convlstm_no-stage1,3,8,2024-2025,recurring,383832,59993,0.1563001521498989,0.6330007623719712,0.6366409414431684,0.6348156335441408,0.4650035915604417,0.6418451465539349,0.1043477656084319,0.3999999999999999
persistence,1,1,2010-2011,all,59601600,173920,0.0029180424686585,0.3427161417829285,0.3370055197792088,0.3398368421357794,0.204700869625956,0.1174318775480513,0.0038206692437786,0.5
climatology,1,1,2010-2011,all,59601600,173920,0.0029180424686585,0.0516247294284358,0.1826586936522539,0.0804982743853923,0.0419370679959235,0.0299748029312291,0.0030395195342405,0.13
persistence,1,1,2010-2011,unusual,59217768,144266,0.0024361944881137,0.2880935381483235,0.2824920632720114,0.2852653056938966,0.1663611908251113,0.0831321268874884,0.0034486102211755,0.5
climatology,1,1,2010-2011,unusual,59217768,144266,0.0024361944881137,0.024779980442706,0.0927453454036294,0.0391103420254947,0.0199452028656695,0.0047082594117035,0.0026296360410052,0.13
persistence,1,1,2010-2011,recurring,383832,29654,0.077257758602722,0.60410676228815,0.6022121804815539,0.6031579836190154,0.4318011461179486,0.3945326458966578,0.0612220971675107,0.5
climatology,1,1,2010-2011,recurring,383832,29654,0.077257758602722,0.2438338725932212,0.6200849801038646,0.3500276016979803,0.2121414891898751,0.2412272767323987,0.0662765232479334,0.13
persistence,1,2,2012-2013,all,59601600,188131,0.0031564756650828,0.5717597946887839,0.5518441936735573,0.5616254946457889,0.3904584602655233,0.3169369157718256,0.00271923908083,0.5
climatology,1,2,2012-2013,all,59601600,188131,0.0031564756650828,0.2034180742762896,0.1901175244909132,0.1965430362044285,0.1089812732712968,0.0757329143814097,0.0030868969067421,0.115
persistence,1,2,2012-2013,unusual,59217768,152182,0.002569870583437,0.558824330025996,0.5395973242564823,0.5490425503463401,0.3784001732631065,0.3027232885043778,0.002277931177683,0.5
climatology,1,2,2012-2013,unusual,59217768,152182,0.002569870583437,0.1506361276305856,0.1075225716576204,0.1254792797766939,0.0669393933195606,0.0344863020934493,0.0026146524468196,0.115
persistence,1,2,2012-2013,recurring,383832,35949,0.093658162946289,0.6266458766458767,0.6036885587916214,0.6149530326858503,0.443994353403302,0.4154167476832344,0.0708044144313137,0.5
climatology,1,2,2012-2013,recurring,383832,35949,0.093658162946289,0.2887328135230045,0.5397646666110323,0.3762178511531415,0.2316923187142533,0.2903132849416856,0.0759449776998349,0.115
persistence,1,3,2014-2015,all,59601600,426837,0.0071615023757751,0.571183127933242,0.5716889585485795,0.571435931301607,0.400007212712734,0.3296064380896002,0.0061410431934713,0.5
climatology,1,3,2014-2015,all,59601600,426837,0.0071615023757751,0.2259264020886695,0.1070432038459646,0.1452618225923624,0.078319314478874,0.065462758296906,0.0068635317714474,0.17
persistence,1,3,2014-2015,unusual,59217768,365599,0.0061738058077433,0.5600522658105447,0.5592219891192263,0.5596368195156134,0.3885386873936963,0.3159148199408037,0.0054334030286315,0.5
climatology,1,3,2014-2015,unusual,59217768,365599,0.0061738058077433,0.1188677237416196,0.0427736399716629,0.0629097045802432,0.0324763924164986,0.02489465535583,0.0061165758207365,0.17
persistence,1,3,2014-2015,recurring,383832,61238,0.1595437587277767,0.6365552302197626,0.6461184232012802,0.6413011766994068,0.4719965644347421,0.467749658537101,0.1153160757831551,0.5
climatology,1,3,2014-2015,recurring,383832,61238,0.1595437587277767,0.4252079913973626,0.4907410431431464,0.4556301833012417,0.2950266046219394,0.3838172608756879,0.1221042209151834,0.17
persistence,1,4,2016-2017,all,59601600,218779,0.0036706900485892,0.3826018086386884,0.3908281873488772,0.3866712491690446,0.239672942647236,0.1517676522572401,0.0045510858768892,0.5
climatology,1,4,2016-2017,all,59601600,218779,0.0036706900485892,0.1113429963728991,0.147047934216721,0.12672857804083,0.0676509429201083,0.0597532104659214,0.0036637819857813,0.145
persistence,1,4,2016-2017,unusual,59217768,165170,0.0027891966478709,0.3027130553303488,0.3119573772476842,0.3072657014049567,0.1815203376336055,0.0963526569764618,0.003923349491997,0.5
climatology,1,4,2016-2017,unusual,59217768,165170,0.0027891966478709,0.0275440303776213,0.0349579221408246,0.0308112636673621,0.0156466788067984,0.0051275883910758,0.0029709367216211,0.145
persistence,1,4,2016-2017,recurring,383832,53609,0.1396678755288772,0.6378756875481049,0.6338301404614897,0.635846479163158,0.4661106462365739,0.4554470030000357,0.1013985285228954,0.5
climatology,1,4,2016-2017,recurring,383832,53609,0.1396678755288772,0.3328415796640944,0.4923986644033651,0.3971952421435933,0.2478126173488546,0.3422234085118294,0.1105562508600096,0.145
persistence,1,5,2018-2019,all,59601600,166719,0.002797223564468,0.4651148949846152,0.4687528116171522,0.4669267674806269,0.3045691214067469,0.2195099319029567,0.0029939129150895,0.5
climatology,1,5,2018-2019,all,59601600,166719,0.002797223564468,0.1461840373882662,0.1545954570264937,0.150272132839306,0.0812401302414131,0.0744488369280151,0.0028244747465666,0.135
persistence,1,5,2018-2019,unusual,59217768,121706,0.0020552277485365,0.408082703725874,0.4145070908582978,0.4112698102132655,0.2588669950738916,0.1703564956244401,0.0024389977008251,0.5
climatology,1,5,2018-2019,unusual,59217768,121706,0.0020552277485365,0.030689181229138,0.0256848470905296,0.0279648962722417,0.0141807294501905,0.0070038259972011,0.0022509403659425,0.135
persistence,1,5,2018-2019,recurring,383832,45013,0.1172726609558348,0.6239048670074998,0.6154222113611624,0.6196345091372716,0.4488916256157635,0.4290653735509345,0.088606473665562,0.5
climatology,1,5,2018-2019,recurring,383832,45013,0.1172726609558348,0.3041959920485682,0.5031435363117321,0.3791570752940191,0.2339258601278701,0.3419737037357898,0.0913096085859026,0.135
persistence,1,6,2020-2021,all,59601600,935811,0.0157011053394539,0.6837384297795831,0.6583188271990819,0.6707878950213709,0.5046507570228275,0.4554826532900923,0.0101458182330675,0.5
climatology,1,6,2020-2021,all,59601600,935811,0.0157011053394539,0.356007797731569,0.0386392124050689,0.0697122266789669,0.0361149397734763,0.0658010426331905,0.015098196428058,0.18
persistence,1,6,2020-2021,unusual,59217768,850848,0.0143681200547781,0.6806359940564053,0.6524937474143443,0.6662678306118872,0.4995514436137178,0.449103741943888,0.0093919446609335,0.5
climatology,1,6,2020-2021,unusual,59217768,850848,0.0143681200547781,0.1169683869224533,0.0050878652826356,0.0097515593709804,0.004899669393987,0.0322403386355211,0.0141339866075241,0.18
persistence,1,6,2020-2021,recurring,383832,84963,0.2213546551616332,0.7133869153622645,0.716653131363064,0.7150162933388133,0.55643996856323,0.5739711151660615,0.1264537610204464,0.5
