start_date,end_date,county,phase3plus_population,source_folder
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Nzara,4187.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Nzara,0.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Nzara,9000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Nzara,4443.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Panyijiar,90025.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Panyijiar,72156.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Panyijiar,76565.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Panyijiar,68000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Panyijiar,64086.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Panyikang,43502.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Panyikang,0.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Panyikang,20845.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Panyikang,45000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Panyikang,44194.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Pariang,91811.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Pariang,72274.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Pariang,77459.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Pariang,61000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Pariang,56776.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Pibor,193677.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Pibor,171213.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Pibor,164808.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Pibor,188000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Pibor,169630.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Pochalla,31765.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Pochalla,35802.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Pochalla,13233.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Pochalla,41000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Pochalla,42371.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Raja,14881.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Raja,26836.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Raja,48754.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Raja,34000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Raja,29653.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Renk,77515.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Renk,87369.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Renk,21436.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Renk,100000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Renk,345361.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Returnees,168000.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Returnees,314000.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Rubkona,205048.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Rubkona,273916.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Rubkona,246946.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Rubkona,265000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Rubkona,248520.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Rumbek centre,97023.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Rumbek centre,118808.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Rumbek centre,80743.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Rumbek centre,111000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Rumbek centre,114723.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Rumbek east,87279.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Rumbek east,96189.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Rumbek east,113986.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Rumbek east,99000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Rumbek east,83542.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Rumbek north,47270.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Rumbek north,47359.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Rumbek north,48076.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Rumbek north,34000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Rumbek north,30940.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Tambura,101240.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Tambura,47732.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Tambura,8863.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Tambura,37000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Tambura,37981.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Terekeka,155038.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Terekeka,103555.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Terekeka,109346.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Terekeka,120000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Terekeka,123616.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Tonj East,96873.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Tonj East,101616.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Tonj East,121699.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Tonj East,77000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Tonj East,88533.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Tonj North,184130.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Tonj North,144949.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Tonj North,227975.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Tonj North,95000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Tonj North,98154.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Tonj South,77595.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Tonj South,65782.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Tonj South,102311.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Tonj South,31000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Tonj South,32008.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Torit,25189.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Torit,22083.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Torit,34472.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Torit,32000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Torit,22154.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Twic,175773.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Twic,176106.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Twic,195208.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Twic,126000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Twic,106446.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Twic east,93088.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Twic east,87045.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Twic east,25635.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Twic east,70000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Twic east,66263.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Ulang,70567.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Ulang,91910.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Ulang,38160.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Ulang,88000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Ulang,99521.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Uror,146940.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Uror,137403.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Uror,86472.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Uror,132000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Uror,114596.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Wau (Rural Only),96042.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Wau (Rural Only),112263.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Wau (Rural Only),114667.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Wau (Rural Only),149000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Wau (Rural Only),54038.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Wulu,40074.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Wulu,40151.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Wulu,38185.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Wulu,33000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Wulu,14204.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Yambio,42135.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Yambio,25328.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Yambio,13898.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Yambio,26000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Yambio,8960.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Yei county,135985.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Yei county,105966.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Yei county,54552.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Yei county,125000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Yei county,80618.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Yirol east,72166.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Yirol east,88371.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Yirol east,61645.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Yirol east,67000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Yirol east,85416.0,raw_data/IPC
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,Yirol west,95959.0,raw_data/IPC
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,Yirol west,104881.0,raw_data/IPC
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,Yirol west,90513.0,raw_data/IPC
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,Yirol west,81000.0,raw_data/IPC
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,Yirol west,64931.0,raw_data/IPC
