Start Date,End Date,Abiemnhom,Abyei region,Akobo,Akoka,Aweil centre,Aweil east,Aweil north,Aweil south,Aweil west,Awerial,Ayod,Baliet,Bor south,Budi,Canal/pigi,Cueibet,Duk,Ezo,Fangak,Fashoda,Gogrial East,Gogrial West,Guit,Ibba,Ikotos,Juba,Jur River,Kajo-keji,Kapoeta east,Kapoeta north,Kapoeta south,Koch,Lafon,Lainya,Leer,Longochuk,Luakpiny/nasir,Maban,Magwi,Maiwut,Malakal,Manyo,Maridi,Mayendit,Mayom,Melut,Morobo,Mundri east,Mundri west,Mvolo,Nagero,Nyirol,Nzara,Panyijiar,Panyikang,Pariang,Pibor,Pochalla,Raja,Renk,Returnees,Rubkona,Rumbek centre,Rumbek east,Rumbek north,Tambura,Terekeka,Tonj East,Tonj North,Tonj South,Torit,Twic,Twic east,Ulang,Uror,Wau (Rural Only),Wulu,Yambio,Yei county,Yirol east,Yirol west
2022-02-01 00:00:00+00:00,2022-03-31 00:00:00+00:00,31339.0,0.0,135928.0,,34187.0,206931.0,92670.0,85168.0,112120.0,69818.0,164924.0,34654.0,220750.0,52393.0,90461.0,119161.0,119422.0,39824.0,167090.0,38320.0,71984.0,179258.0,38435.0,13284.0,58763.0,261354.0,84967.0,139595.0,101793.0,86425.0,46005.0,78930.0,70584.0,62541.0,62130.0,37223.0,190965.0,36756.0,52972.0,92495.0,107336.0,31573.0,16546.0,60180.0,101855.0,64928.0,52207.0,40034.0,22351.0,22562.0,23253.0,106685.0,12540.0,90025.0,43502.0,91811.0,193677.0,31765.0,14881.0,77515.0,,205048.0,97023.0,87279.0,47270.0,101240.0,155038.0,96873.0,184130.0,77595.0,25189.0,175773.0,93088.0,70567.0,146940.0,96042.0,40074.0,42135.0,135985.0,72166.0,95959.0
2022-10-01 00:00:00+00:00,2022-11-30 00:00:00+00:00,28544.0,0.0,192930.0,,49475.0,224600.0,101287.0,92440.0,112334.0,83941.0,136076.0,31826.0,170130.0,57741.0,79968.0,110204.0,109678.0,39898.0,157559.0,46071.0,72120.0,179597.0,38508.0,19963.0,53523.0,235665.0,127694.0,93238.0,93487.0,78717.0,46091.0,64252.0,70717.0,39874.0,58357.0,44753.0,191329.0,40916.0,53072.0,79431.0,127093.0,47449.0,22101.0,56748.0,86348.0,65052.0,34870.0,45123.0,12440.0,37674.0,24624.0,106886.0,4187.0,72156.0,0.0,72274.0,171213.0,35802.0,26836.0,87369.0,,273916.0,118808.0,96189.0,47359.0,47732.0,103555.0,101616.0,144949.0,65782.0,22083.0,176106.0,87045.0,91910.0,137403.0,112263.0,40151.0,25328.0,105966.0,88371.0,104881.0
2023-09-01 00:00:00+00:00,2023-11-30 00:00:00+00:00,18344.0,73677.0,59046.0,13836.0,31247.0,403520.0,162959.0,119905.0,175667.0,72340.0,68447.0,17851.0,24132.0,45663.0,23776.0,163265.0,44949.0,2467.0,71277.0,31431.0,95892.0,232952.0,29749.0,5249.0,24491.0,345460.0,110576.0,47835.0,127645.0,46429.0,16956.0,33287.0,46866.0,45184.0,55336.0,28734.0,39479.0,133747.0,21807.0,19712.0,38115.0,9930.0,13071.0,43006.0,72575.0,42342.0,19821.0,24057.0,15716.0,26136.0,10695.0,50544.0,0.0,76565.0,20845.0,77459.0,164808.0,13233.0,48754.0,21436.0,168000.0,246946.0,80743.0,113986.0,48076.0,8863.0,109346.0,121699.0,227975.0,102311.0,34472.0,195208.0,25635.0,38160.0,86472.0,114667.0,38185.0,13898.0,54552.0,61645.0,90513.0
2024-09-01 00:00:00+00:00,2024-11-30 00:00:00+00:00,27000.0,0.0,140000.0,15000.0,28000.0,160000.0,104000.0,96000.0,106000.0,57000.0,110000.0,23000.0,53000.0,48000.0,65000.0,85000.0,113000.0,21000.0,112000.0,36000.0,61000.0,135000.0,54000.0,10000.0,39000.0,270000.0,73000.0,120000.0,96000.0,81000.0,43000.0,71000.0,56000.0,59000.0,48000.0,43000.0,197000.0,47000.0,69000.0,62000.0,140000.0,41000.0,17000.0,44000.0,65000.0,61000.0,66000.0,31000.0,13000.0,31000.0,24000.0,88000.0,9000.0,68000.0,45000.0,61000.0,188000.0,41000.0,34000.0,100000.0,314000.0,265000.0,111000.0,99000.0,34000.0,37000.0,120000.0,77000.0,95000.0,31000.0,32000.0,126000.0,70000.0,88000.0,132000.0,149000.0,33000.0,26000.0,125000.0,67000.0,81000.0
2025-09-22 00:00:00+00:00,2025-11-30 00:00:00+00:00,24481.0,,134611.0,15105.0,42662.0,209246.0,102990.0,85566.0,103036.0,59396.0,93244.0,20032.0,54543.0,39440.0,79190.0,29239.0,84741.0,14109.0,181955.0,41561.0,42086.0,105668.0,45716.0,7060.0,17043.0,325538.0,45233.0,111543.0,73444.0,66813.0,35332.0,64286.0,75205.0,54470.0,42976.0,51935.0,230768.0,53628.0,42397.0,50120.0,182923.0,64527.0,17588.0,34310.0,87847.0,72862.0,55498.0,21276.0,10558.0,27979.0,25363.0,83261.0,4443.0,64086.0,44194.0,56776.0,169630.0,42371.0,29653.0,345361.0,,248520.0,114723.0,83542.0,30940.0,37981.0,123616.0,88533.0,98154.0,32008.0,22154.0,106446.0,66263.0,99521.0,114596.0,54038.0,14204.0,8960.0,80618.0,85416.0,64931.0
