admin_level,feature_index,name,pcode,parent_name,parent_pcode,centroid_latitude,centroid_longitude,min_longitude,min_latitude,max_longitude,max_latitude,area_km2,source_file
3,0,Bungu,SS010101,Juba,SS0101,4.695619098255209,31.225174955895145,31.04800164000011,4.563342359999979,31.406098680000127,4.830527790000076,673.6194274175422,ssd_admin3.geojson
3,1,Dolo,SS010102,Juba,SS0101,4.931312516177953,31.072336291773794,30.777046291000147,4.701948030000096,31.354528679999987,5.167499400000054,1835.038304660081,ssd_admin3.geojson
3,2,Ganji,SS010103,Juba,SS0101,4.5154897076451945,31.222296610025246,31.11105204100005,4.392253260000132,31.347171720000063,4.628849310000021,356.5296420098345,ssd_admin3.geojson
3,3,Gondokoro,SS010104,Juba,SS0101,4.824295142123443,31.738843743242565,31.609805041000186,4.691401020000171,31.922482680000087,5.011844580000059,635.6980525507549,ssd_admin3.geojson
3,4,Juba Town,SS010105,Juba,SS0101,4.856961251216481,31.600824751668,31.580148600000143,4.829479740000068,31.62312036100019,4.88335869000008,17.249278667028847,ssd_admin3.geojson
3,5,Kator,SS010106,Juba,SS0101,4.822815984385055,31.599771278007847,31.586156280000182,4.796986860000061,31.61712528000004,4.841020260000107,8.673406510529738,ssd_admin3.geojson
3,6,Lirya,SS010107,Juba,SS0101,4.686928202575895,32.0546022285365,31.903433640000117,4.521689352000067,32.155965835000075,4.828350077000096,480.4308895601415,ssd_admin3.geojson
3,7,Lokiliri,SS010108,Juba,SS0101,4.529861435105909,31.92996605030153,31.690836000000104,4.237668006000035,32.0723218820001,4.71748032000005,1021.215440707352,ssd_admin3.geojson
3,8,Lobonok,SS010109,Juba,SS0101,4.311953124188119,31.55667949986806,31.042811173000132,3.957535776000043,32.02656811000003,4.710168360000125,5209.576409658146,ssd_admin3.geojson
3,9,Mangala South,SS010110,Juba,SS0101,4.9542471226676374,31.940821666285494,31.68521748000012,4.761205110000162,32.17315423000019,5.191882110000108,1572.7092312074735,ssd_admin3.geojson
3,10,Munuki,SS010111,Juba,SS0101,4.83126633778269,31.573552449766087,31.555203121000034,4.788210150000054,31.596499081000047,4.882558590000144,29.928267704317875,ssd_admin3.geojson
3,11,Northern Bari,SS010112,Juba,SS0101,4.957724438532042,31.495736818581893,31.19280228100007,4.723499070000173,31.73710108500012,5.167545160000145,1228.979339392511,ssd_admin3.geojson
3,12,Rejaf,SS010113,Juba,SS0101,4.729482293049899,31.53413394377368,31.339437840000187,4.609649970000078,31.741109640000047,4.890095820000056,589.2520687348008,ssd_admin3.geojson
3,13,Rokon,SS010114,Juba,SS0101,5.194641786790297,31.04881756082681,30.891607628000088,5.036183909000158,31.220743861000074,5.38519492,700.6802206965817,ssd_admin3.geojson
3,14,Tijor,SS010115,Juba,SS0101,5.159341326042061,31.37431240749885,31.192125840000188,4.963249800000085,31.622828736000145,5.312336784000138,839.3002234476418,ssd_admin3.geojson
3,15,Wonduruba,SS010116,Juba,SS0101,4.651162194584891,30.8480131269876,30.513831808000077,4.373471567000024,31.175034939000113,4.908919600000047,1905.993548880948,ssd_admin3.geojson
3,16,Mangala North,SS010117,Juba,SS0101,5.2526545591526554,31.946269222763533,31.755024694000156,5.066478990000064,32.1405064650001,5.465408737000189,1261.6411289795908,ssd_admin3.geojson
3,17,Kangapo I,SS010201,Kajo-keji,SS0102,3.807610119384031,31.711290198244594,31.611263400000098,3.707206189999965,31.80307342800006,3.948260966000021,283.38292606572384,ssd_admin3.geojson
3,18,Kangapo II,SS010202,Kajo-keji,SS0102,3.771739605603235,31.55318398297971,31.455601566999974,3.636843178000163,31.670280721000097,3.890472210000155,335.6312187774333,ssd_admin3.geojson
3,19,Lire,SS010203,Kajo-keji,SS0102,3.9280462732961587,31.632091493434867,31.530719880000106,3.849777630000176,31.746880317000148,4.023790799000096,296.89200442411294,ssd_admin3.geojson
3,20,Liwolo,SS010204,Kajo-keji,SS0102,3.9003532191749954,31.310543191034224,31.09764291800019,3.696400336000124,31.513503960000094,4.114033791000054,1155.2361102685236,ssd_admin3.geojson
3,21,Nyepo,SS010205,Kajo-keji,SS0102,4.012174358390941,31.50289619334205,31.40246592000011,3.855701970000041,31.618544485000086,4.128884976000052,444.96228649096247,ssd_admin3.geojson
3,22,Kenyi,SS010301,Lainya,SS0103,4.247220675043883,30.912455575447268,30.80495168900012,4.108151502000169,31.050147601000162,4.355207640000117,395.40825807951256,ssd_admin3.geojson
3,23,Kupera,SS010302,Lainya,SS0103,4.066497457701344,30.96546471009563,30.8294078400001,3.869720168000129,31.088849760000073,4.205911770000057,477.99065794262134,ssd_admin3.geojson
3,24,Lainya,SS010303,Lainya,SS0103,4.371976928646064,31.017239260641926,30.828860988000145,4.254239218000123,31.186744501000135,4.528732309000077,525.0809417374385,ssd_admin3.geojson
3,25,Mukaya,SS010304,Lainya,SS0103,4.404823947169906,30.68526846689914,30.462508549000063,4.11289238400002,30.923778240000047,4.670024466000029,1627.6905161999966,ssd_admin3.geojson
3,26,Wuji,SS010305,Lainya,SS0103,3.9736126187430023,31.090228503930863,30.962009161000026,3.735756864999985,31.21042556800012,4.154016192000029,472.7457722876484,ssd_admin3.geojson
3,27,Gulumbi,SS010401,Morobo,SS0104,3.7105523641256295,30.812895677196526,30.749945041000046,3.589224957000056,30.887220960000036,3.78608110000016,180.65195222057673,ssd_admin3.geojson
3,28,Kimba,SS010402,Morobo,SS0104,3.631116958726739,30.88945720150419,30.81269229100002,3.487840075000122,30.971391660000165,3.723932070000103,193.75126020331004,ssd_admin3.geojson
3,29,Lujulo,SS010403,Morobo,SS0104,3.697875947681072,30.70330106365856,30.616927561000125,3.617041642000061,30.76822584100006,3.800249376000068,185.57245650622843,ssd_admin3.geojson
3,30,Panyume,SS010404,Morobo,SS0104,3.8112145924687844,30.9560274143988,30.838102560000095,3.688526047000096,31.09814222099999,3.948397152000098,530.0109162044366,ssd_admin3.geojson
